gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
002751,01,000003,1997/05/27,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARDINAL HEALTH INC,CAH,14149Y108,0000721371,5122,424210
013988,01,000003,1997/06/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHWAB (CHARLES) CORP,SCHW,808513105,0000316709,6282,523920
004423,01,000003,1997/06/19,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUIFAX INC,EFX,294429105,0000033185,7323,561450
001678,01,000003,1997/07/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APACHE CORP,APA,037411105,0000006769,1311,211111
011923,01,000003,1997/07/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANADARKO PETROLEUM CORP,APC,032511107,0000773910,1311,211111
013341,01,000003,1997/08/04,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESSIVE CORP-OHIO,PGR,743315103,0000080661,6331,524126
005786,01,000003,1997/08/06,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUNTINGTON BANCSHARES,HBAN,446150104,0000049196,6020,522110
010035,01,000003,1997/08/18,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STATE STREET CORP,STT,857477103,0000093751,6020,523920
006304,01,000003,1997/09/15,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KLA-TENCOR CORP,KLAC,482480100,0000319201,3827,333314
065417,01,000003,1997/10/07,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YUM BRANDS INC,YUM,988498101,0001041061,5812,722513
011856,01,000003,1997/12/04,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BB&T CORP,BBT,054937107,0000092230,6020,522110
014824,01,000003,1997/12/18,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINCINNATI FINANCIAL CORP,CINF,172062101,0000020286,6331,524126
004066,01,000003,1997/12/24,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OMNICOM GROUP,OMC,681919106,0000029989,7311,541810
007982,01,000003,1998/01/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHERN TRUST CORP,NTRS,665859104,0000073124,6020,522110
009555,01,000003,1998/04/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEALED AIR CORP,SEE,81211K100,0001012100,3081,326113
004885,01,000003,1998/04/29,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRANKLIN RESOURCES INC,BEN,354613101,0000038777,6282,523920
028930,02,000003,1998/05/21,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARRIOTT INTL INC,MAR,571903202,0001048286,7011,721110
030990,01,000003,1998/07/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAPITAL ONE FINANCIAL CORP,COF,14040H105,0000927628,6141,522210
014477,01,000003,1998/07/17,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WASTE MANAGEMENT INC,WM,94106L109,0000823768,4953,562111
025283,01,000003,1998/08/14,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KOHL'S CORP,KSS,500255104,0000885639,5311,452111
004674,01,000003,1998/08/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGIONS FINANCIAL CORP,RF,7591EP100,0001281761,6020,522110
008402,01,000003,1998/10/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PAYCHEX INC,PAYX,704326107,0000723531,8721,541214
024216,01,000003,1998/10/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AES CORP,AES,00130H105,0000874761,4991,22111
003735,01,000003,1998/11/18,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DANAHER CORP,DHR,235851102,0000313616,3826,334516
013498,01,000003,1998/12/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARNIVAL CORP/PLC (USA),CCL,143658300,0000815097,4400,483112
